Date,Days_After_Sowing,NDVI_Interpolated,NDVI_Lower_CI,NDVI_Upper_CI,FVC_Interpolated,FVC_Lower_CI,FVC_Upper_CI,Ground_Cover_Percentage,Ground_Cover_Lower_CI,Ground_Cover_Upper_CI,Growth_Stage,Sowing_Date,Harvest_Date
2024-02-21,141,0.50439172112128,0.44406666666666667,1.0,0.5062738873161142,0.4200952380952382,1.0,50.627388731611425,42.00952380952382,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-02-22,142,0.5067700228105597,0.44913333333333333,1.0,0.5096714611579425,0.4273333333333334,1.0,50.96714611579425,42.73333333333334,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-02-23,143,0.5091181952755361,0.4542,1.0,0.5130259932507659,0.4345714285714286,1.0,51.30259932507659,43.45714285714286,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-02-24,144,0.5114311263788373,0.45926666666666666,1.0,0.5163301805411961,0.4418095238095239,1.0,51.6330180541196,44.18095238095239,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-02-25,145,0.5137029076649177,0.4643333333333333,1.0,0.5195755823784538,0.4490476190476191,1.0,51.95755823784538,44.904761904761905,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-02-26,146,0.5159270874789447,0.46940000000000004,1.0,0.5227529821127781,0.45628571428571435,1.0,52.27529821127781,45.62857142857143,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-02-27,147,0.5180966363621333,0.4744666666666667,1.0,0.5258523376601905,0.46352380952380956,1.0,52.585233766019044,46.352380952380955,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-02-28,148,0.5202039123202382,0.47953333333333337,1.0,0.5288627318860546,0.4707619047619048,1.0,52.88627318860546,47.07619047619048,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-02-29,149,0.5222401048932102,0.48460000000000003,1.0,0.5317715784188717,0.47800000000000004,1.0,53.177157841887166,47.800000000000004,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-01,150,0.5241918995673183,0.4896666666666667,1.0,0.5345598565247404,0.4852380952380953,1.0,53.455985652474034,48.52380952380953,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-02,151,0.526022755431107,0.49473333333333336,1.0,0.5371753649015815,0.4924761904761905,1.0,53.717536490158146,49.247619047619054,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-03,152,0.5276352836876681,0.4998,1.0,0.5394789766966687,0.4997142857142857,1.0,53.947897669666865,49.971428571428575,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-04,153,0.5289174713533671,0.5048666666666667,1.0,0.5413106733619529,0.5069523809523809,1.0,54.131067336195294,50.695238095238096,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-05,154,0.530036852596664,0.5099333333333333,1.0,0.5429097894238057,0.5141904761904762,1.0,54.290978942380576,51.41904761904762,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-06,155,0.5316041657017286,0.515,1.0,0.5451488081453266,0.5214285714285715,1.0,54.51488081453266,52.142857142857146,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-07,156,0.534055232987018,0.517974358974359,1.0,0.5486503328385971,0.5256776556776557,1.0,54.86503328385971,52.56776556776557,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-08,157,0.5370756259450664,0.520948717948718,1.0,0.5529651799215235,0.52992673992674,1.0,55.29651799215235,52.992673992674,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-09,158,0.5401290325892295,0.5239230769230769,1.0,0.557327189413185,0.5341758241758242,1.0,55.7327189413185,53.41758241758242,100.0,Stem Elongation,2023-10-03,2024-07-30
2024-03-10,159,0.5430696980352127,0.5268974358974359,1.0,0.5615281400503038,0.5384249084249084,1.0,56.15281400503038,53.84249084249084,100.0,Stem Elongation,2023-10-03,2024-07-30
